dada2_id,individual_id,run_label,library,tissue,site_code,station,riviere,latitude,longitude,date_collecte,annee,individual,categorie,categorie_aout_12chr,type_genome,inclus_passe1,qvalues_foie,index_mediane_andre,delta_mediane_quart,taxon_code_avant_genotypage,plate,well,well_row,well_col,col_rank_site,col_rank_station,qc_flag
14Man1020Ch05A__durance3,2014_Man_1020,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1020,Hy,Pt,quasi-pur,False,True,0.0001,0.00115361,Ch,3,B10,B,10,3,3,
14Per2012Ch05A__durance3,2014_Per_2012,durance3,B,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,B11,B,11,2,2,
14Per2012Ch05A-bis__durance3,2014_Per_2012,durance3,B,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,B12,B,12,3,3,
14Ain1011Pt05A__durance3,2014_Ain_1011,durance3,B,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1011,Pt,Pt,pur,True,True,0.0001,0.00132522,Pt,3,C01,C,01,1,1,
14Ain1040Pt05A__durance3,2014_Ain_1040,durance3,B,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1040,Pt,Pt,pur,True,True,0.0001,0.029344600000000002,Pt,3,C02,C,02,2,2,
15Cab1005Ch05A__durance3,2015_Cab_1005,durance3,B,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1005,Cn,Cn,pur,True,True,0.9999,0.04226799999999997,Ch,3,C03,C,03,2,3,
15Cab1013Ch05A__durance3,2015_Cab_1013,durance3,B,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0639904,Ch,3,C04,C,04,3,4,
14Avi1002Cn05A__durance3,2014_Avi_1002,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1002,Cn,Cn,pur,True,True,0.9999,0.01569799999999999,Cn,3,C05,C,05,1,1,
14Avi1037Cn05A__durance3,2014_Avi_1037,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1037,Cn,Cn,pur,True,True,0.9999,0.114066,Cn,3,C06,C,06,2,2,
14Bue1006Cn05Abis__durance3,2014_Bue_1006,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1006,Hy,Hy,intermediaire,True,True,0.9466924999999999,0.09561849999999994,Cn,3,C07,C,07,2,2,
14Bue1017Ch05A__durance3,2014_Bue_1017,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1017,Pt,Pt,pur,True,True,0.0001,0.0436135,Ch,3,C08,C,08,3,3,
14Man1013Ch05A__durance3,2014_Man_1013,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1013,Pt,Pt,pur,True,True,0.0001,0.0236388,Ch,3,C09,C,09,2,2,
14Man1021Ch05A__durance3,2014_Man_1021,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1021,Hy,Hy,intermediaire,True,True,0.2179825,0.1247321,Ch,3,C10,C,10,3,3,
14Per2013Ch05A__durance3,2014_Per_2013,durance3,B,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2013,Hy,Hy,intermediaire,True,True,0.2097815,0.1761465,Ch,3,C11,C,11,2,2,
14Ain1012Pt05A__durance3,2014_Ain_1012,durance3,B,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1012,Pt,Pt,pur,True,True,0.0001,0.034025599999999996,Pt,3,D01,D,01,1,1,
14Ain1041Pt05A__durance3,2014_Ain_1041,durance3,B,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1041,Pt,Pt,pur,True,True,0.0001,0.0032175100000000002,Pt,3,D02,D,02,2,2,
15Cab1006Ch05A__durance3,2015_Cab_1006,durance3,B,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1006,Cn,Cn,pur,True,True,0.9676345,0.0767025,Ch,3,D03,D,03,2,3,
15Cab1014Ch05A__durance3,2015_Cab_1014,durance3,B,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1014,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,D04,D,04,3,4,
14Avi1003Cn05A__durance3,2014_Avi_1003,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1003,Cn,Cn,pur,True,True,0.9999,0.002593999999999985,Cn,3,D05,D,05,1,1,
14Avi1038Cn05A__durance3,2014_Avi_1038,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1038,Cn,Cn,pur,True,True,0.9999,0.017442999999999986,Cn,3,D06,D,06,2,2,
14Bue1007Cn05A__durance3,2014_Bue_1007,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1007,Cn,Cn,pur,True,True,0.9999,0.013390000000000013,Cn,3,D07,D,07,2,2,
14Bue1018Ch05A__durance3,2014_Bue_1018,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1018,Pt,Pt,pur,True,True,0.0001,0.009559940000000001,Ch,3,D08,D,08,3,3,
14Man1014Ch05A__durance3,2014_Man_1014,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1014,Pt,Pt,pur,True,True,0.0001,0.0023953100000000003,Ch,3,D09,D,09,2,2,
14Man1022Ch05A__durance3,2014_Man_1022,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1022,Pt,Pt,pur,True,True,0.0001,0.010545200000000001,Ch,3,D10,D,10,3,3,mock_contaminated
14Per2014Ch05A__durance3,2014_Per_2014,durance3,B,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2014,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,D11,D,11,2,2,
14Ain1013Pt05A__durance3,2014_Ain_1013,durance3,B,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1013,Pt,Pt,pur,True,True,0.0001,0.0099728,Pt,3,E01,E,01,1,1,
14Ain1042Pt05A__durance3,2014_Ain_1042,durance3,B,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1042,Pt,Pt,pur,True,True,0.0001,0.0252761,Pt,3,E02,E,02,2,2,
15Cab1007Ch05A__durance3,2015_Cab_1007,durance3,B,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1007,Cn,Cn,pur,True,True,0.986855,0.040076,Ch,3,E03,E,03,2,3,
15Cab1015Ch05A__durance3,2015_Cab_1015,durance3,B,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1015,Pt,Pt,pur,True,True,0.0001,0.0122371,Ch,3,E04,E,04,3,4,
14Avi1004Cn05A__durance3,2014_Avi_1004,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1004,Cn,Cn,pur,True,True,0.9999,0.01977300000000004,Cn,3,E05,E,05,1,1,
14Bue1001Cn05A__durance3,2014_Bue_1001,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1001,Cn,Cn,pur,True,False,0.9878026,0.0,Cn,3,E06,E,06,1,1,
14Bue1008Cn05A__durance3,2014_Bue_1008,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1008,Cn,Cn,pur,True,True,0.9999,0.019206999999999974,Cn,3,E07,E,07,2,2,
14Bue1019Ch05A__durance3,2014_Bue_1019,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1019,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,E08,E,08,3,3,
14Man1015Ch05A__durance3,2014_Man_1015,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1015,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,E09,E,09,2,2,
14Per1011Ch05A__durance3,2014_Per_1011,durance3,B,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,1011,Pt,Pt,pur,True,True,0.0001,0.01805,Ch,3,E10,E,10,1,1,
14Per2015Ch05A__durance3,2014_Per_2015,durance3,B,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2015,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,E11,E,11,2,2,
14Ain1014Pt05A__durance3,2014_Ain_1014,durance3,B,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1014,Pt,Pt,pur,True,True,0.0001,0.0193883,Pt,3,F01,F,01,1,1,
14Ain1043Pt05A__durance3,2014_Ain_1043,durance3,B,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1043,Pt,Pt,pur,True,True,0.0001,0.0059209399999999995,Pt,3,F02,F,02,2,2,
15Cab1008Ch05A__durance3,2015_Cab_1008,durance3,B,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1008,Cn,Cn,pur,True,True,0.997914,0.01697700000000002,Ch,3,F03,F,03,2,3,
15Cab1016Ch05A__durance3,2015_Cab_1016,durance3,B,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1016,Pt,Pt,pur,True,True,0.0001,0.00194113,Ch,3,F04,F,04,3,4,
14Avi1005Cn05A__durance3,2014_Avi_1005,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1005,Cn,Cn,pur,True,True,0.9999,0.08110799999999996,Cn,3,F05,F,05,1,1,
14Bue1002Cn05A__durance3,2014_Bue_1002,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1002,Cn,Cn,pur,True,False,0.989712,0.0,Cn,3,F06,F,06,1,1,
14Bue1011Ch05A__durance3,2014_Bue_1011,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1011,Pt,Pt,pur,True,True,0.0001,0.0232161,Ch,3,F07,F,07,2,2,
14Man1001Cn05A__durance3,2014_Man_1001,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1001,Pt,Pt,pur,True,True,0.0001,0.0031458500000000004,Cn,3,F08,F,08,1,1,
14Man1016Ch05A__durance3,2014_Man_1016,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1016,Pt,Pt,pur,True,True,0.0001,0.00548115,Ch,3,F09,F,09,2,2,
14Per1012Ch05A__durance3,2014_Per_1012,durance3,B,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,1012,Pt,Pt,pur,True,True,0.0001,0.00345481,Ch,3,F10,F,10,1,1,
14Ain1036Cn05A__durance3,2014_Ain_1036,durance3,B,branchie,Ain,Pont-d'Ain,Suran,46.048,5.324,2014-08-12,2014,1036,Cn,Cn,pur,True,True,0.9634205,0.05584849999999997,Cn,3,G01,G,01,1,1,
15Cab1001Ch05A__durance3,2015_Cab_1001,durance3,B,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1001,Cn,Cn,pur,True,True,0.9999,0.07011200000000006,Ch,3,G02,G,02,1,2,
15Cab1009Ch05A__durance3,2015_Cab_1009,durance3,B,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1009,Hy,Hy,intermediaire,True,True,0.8998935,0.13065250000000006,Ch,3,G03,G,03,2,3,
15Cab1017Ch05A__durance3,2015_Cab_1017,durance3,B,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1017,Pt,Pt,pur,True,True,0.0001,0.0135881,Ch,3,G04,G,04,3,4,
14Avi1006Cn05A__durance3,2014_Avi_1006,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1006,Cn,Cn,pur,True,True,0.9999,0.03937199999999996,Cn,3,G05,G,05,1,1,
14Bue1003Cn05A__durance3,2014_Bue_1003,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1003,Cn,Cn,pur,True,True,0.9999,0.05878899999999998,Cn,3,G06,G,06,1,1,
14Bue1012Ch05A__durance3,2014_Bue_1012,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,G07,G,07,2,2,
14Man1002Cn05A__durance3,2014_Man_1002,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1002,Hy,Hy,quasi-pur,False,True,0.0001,0.366158,Cn,3,G08,G,08,1,1,
14Man1017Ch05A__durance3,2014_Man_1017,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1017,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,G09,G,09,2,2,
14Per1013Ch05A__durance3,2014_Per_1013,durance3,B,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,1013,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,G10,G,10,1,1,
14Ain1037Cn05A__durance3,2014_Ain_1037,durance3,B,branchie,Ain,Pont-d'Ain,Suran,46.048,5.324,2014-08-12,2014,1037,Cn,Cn,pur,True,True,0.9999,0.021923000000000026,Cn,3,H01,H,01,1,1,
15Cab1002Ch05A__durance3,2015_Cab_1002,durance3,B,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1002,Cn,Cn,pur,True,True,0.9624035,0.043770499999999934,Ch,3,H02,H,02,1,2,
15Cab1010Ch05A__durance3,2015_Cab_1010,durance3,B,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1010,Hy,Hy,intermediaire,True,True,0.759876,0.07340000000000002,Ch,3,H03,H,03,2,3,
15Cab1018Ch05A__durance3,2015_Cab_1018,durance3,B,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1018,Pt,Pt,pur,True,True,0.0001,0.018595900000000002,Ch,3,H04,H,04,3,4,
14Avi1007Cn05A__durance3,2014_Avi_1007,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1007,Cn,Cn,pur,True,True,0.9999,0.010548000000000002,Cn,3,H05,H,05,1,1,
14Bue1004Cn05A__durance3,2014_Bue_1004,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1004,Cn,Cn,pur,True,True,0.9999,0.01164900000000002,Cn,3,H06,H,06,1,1,
14Bue1013Ch05A__durance3,2014_Bue_1013,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1013,Pt,Pt,pur,True,True,0.0001,0.023389300000000002,Ch,3,H07,H,07,2,2,
14Man1010Cn05A__durance3,2014_Man_1010,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1010,Hy,Pt,quasi-pur,False,True,0.0001,0.0,Cn,3,H08,H,08,1,1,
14Man1018Ch05A__durance3,2014_Man_1018,durance3,B,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1018,Pt,Pt,pur,True,True,0.0001,0.0202354,Ch,3,H09,H,09,2,2,
14Per1014Ch05A__durance3,2014_Per_1014,durance3,B,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,1014,Pt,Pt,pur,True,True,0.0001,0.006368319999999999,Ch,3,H10,H,10,1,1,
15Bau1001Ch05A__durance3,2015_Bau_1001,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1001,Pt,Pt,pur,True,True,0.0001,0.0011884,Ch,4,A01,A,01,1,1,
15Bau1009Ch05A__durance3,2015_Bau_1009,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1009,Pt,Pt,pur,True,True,0.0001,0.0190407,Ch,4,A02,A,02,2,2,
15Bau1017Ch05A__durance3,2015_Bau_1017,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1017,Pt,Pt,pur,True,True,0.01931,0.026522699999999996,Ch,4,A03,A,03,3,3,
15Bau1025Ch05A__durance3,2015_Bau_1025,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1025,Pt,Pt,pur,True,True,0.019029945,0.066665255,Ch,4,A04,A,04,4,4,
15Jus1008Ch05A__durance3,2015_Jus_1008,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1008,Pt,Pt,pur,True,False,0.045518999999999976,0.01,Ch,4,A05,A,05,2,2,
15Jus1016Ch05A__durance3,2015_Jus_1016,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1016,Hy,Hy,quasi-pur,False,True,0.9999,0.23044900000000001,Ch,4,A06,A,06,3,3,
15Caa1005Ch05A__durance3,2015_Caa_1005,durance3,B,branchie,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1005,Cn,Cn,pur,True,True,0.9999,0.031225000000000058,Ch,4,A07,A,07,2,2,
15Caa1013Ch05A__durance3,2015_Caa_1013,durance3,B,branchie,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0214899,Ch,4,A08,A,08,3,3,
15Avi1001Cn05A__durance3,2015_Avi_1001,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1001,Hy,Hy,quasi-pur,False,True,0.9999,0.36144699999999996,Cn,4,A09,A,09,3,3,
15Avi1009Cn05A__durance3,2015_Avi_1009,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1009,Cn,Cn,pur,True,True,0.9999,0.06070900000000001,Cn,4,A10,A,10,4,4,
15BUe1004Ch05A__durance3,2015_Bue_1004,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1004,Pt,Pt,pur,True,True,0.0001,0.0,Ch,4,A11,A,11,5,5,
15BUe1012Ch05A__durance3,2015_Bue_1012,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1012,Hy,Hy,quasi-pur,False,True,0.0001,0.393005,Ch,4,A12,A,12,6,6,
15Bau1002Ch05A__durance3,2015_Bau_1002,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1002,Pt,Pt,pur,True,True,0.0001,0.00046527,Ch,4,B01,B,01,1,1,
15Bau1010Ch05A__durance3,2015_Bau_1010,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1010,Hy,Hy,quasi-pur,False,True,0.0001,0.375879,Ch,4,B02,B,02,2,2,
15Bau1018Ch05A__durance3,2015_Bau_1018,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1018,Pt,Pt,pur,True,True,0.0001,0.0420278,Ch,4,B03,B,03,3,3,
15Jus1001Ch05A__durance3,2015_Jus_1001,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1001,Pt,Pt,pur,True,True,0.0001,0.0,Ch,4,B04,B,04,1,1,
15Jus1009Ch05A__durance3,2015_Jus_1009,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1009,Hy,Hy,intermediaire,True,True,0.4761105,0.2859385,Ch,4,B05,B,05,2,2,
15Jus1017Ch05A__durance3,2015_Jus_1017,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1017,Cn,Cn,pur,True,True,0.9999,0.022872000000000003,Ch,4,B06,B,06,3,3,
15Caa1006Ch05A__durance3,2015_Caa_1006,durance3,B,branchie,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1006,Hy,Hy,intermediaire,True,True,0.9211665,0.07827249999999997,Ch,4,B07,B,07,2,2,
15Caa1014Ch05A__durance3,2015_Caa_1014,durance3,B,branchie,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1014,Pt,Pt,pur,True,True,0.0001,0.008547260000000001,Ch,4,B08,B,08,3,3,
15Avi1002Cn05A__durance3,2015_Avi_1002,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1002,Hy,Hy,intermediaire,True,True,0.529004,0.06558199999999992,Cn,4,B09,B,09,3,3,
15Avi1010Cn05A__durance3,2015_Avi_1010,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1010,Cn,Cn,pur,True,True,0.9999,0.023951999999999973,Cn,4,B10,B,10,4,4,
15BUe1005Ch05A__durance3,2015_Bue_1005,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1005,Hy,Hy,intermediaire,True,True,0.130852,0.06826000000000002,Ch,4,B11,B,11,5,5,
15BUe1013Ch05A__durance3,2015_Bue_1013,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0261861,Ch,4,B12,B,12,6,6,
15Bau1003Ch05A__durance3,2015_Bau_1003,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1003,Pt,Pt,pur,True,True,0.0001,0.0,Ch,4,C01,C,01,1,1,
15Bau1011Ch05A__durance3,2015_Bau_1011,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1011,Pt,Pt,pur,True,True,0.00156659,0.04267271,Ch,4,C02,C,02,2,2,
15Bau1019Ch05A__durance3,2015_Bau_1019,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1019,Hy,Pt,quasi-pur,False,True,0.0001,0.00373055,Ch,4,C03,C,03,3,3,
15Jus1002Ch05A__durance3,2015_Jus_1002,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1002,Hy,Pt,quasi-pur,False,True,0.0001,0.034920799999999995,Ch,4,C04,C,04,1,1,
15Jus1010Ch05A__durance3,2015_Jus_1010,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1010,Cn,Cn,pur,True,True,0.9999,0.04496900000000004,Ch,4,C05,C,05,2,2,
15Jus1018Ch05A__durance3,2015_Jus_1018,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1018,Cn,Cn,pur,True,True,0.9970375,0.02751349999999997,Ch,4,C06,C,06,3,3,
15Caa1007Ch05A__durance3,2015_Caa_1007,durance3,B,branchie,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1007,Cn,Cn,pur,True,True,0.9847625,0.052702499999999985,Ch,4,C07,C,07,2,2,
15Caa1015Ch05A__durance3,2015_Caa_1015,durance3,B,branchie,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1015,Hy,Hy,intermediaire,True,True,0.7446605,0.20081149999999992,Ch,4,C08,C,08,3,3,
15Avi1003Cn05A__durance3,2015_Avi_1003,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1003,Cn,Cn,pur,True,True,0.9999,0.020881999999999956,Cn,4,C09,C,09,3,3,
15Avi1011Cn05A__durance3,2015_Avi_1011,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1011,Hy,Cn,quasi-pur,False,True,0.9999,0.05917300000000003,Cn,4,C10,C,10,4,4,
15BUe1006Ch05A__durance3,2015_Bue_1006,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1006,Pt,Hy,pur,True,True,0.00753796,0.11408504,Ch,4,C11,C,11,5,5,
15BUe1014Ch05A__durance3,2015_Bue_1014,durance3,B,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1014,Pt,Pt,pur,True,False,0.001654999999999962,0.0,Ch,4,C12,C,12,6,6,
15Bau1004Ch05A__durance3,2015_Bau_1004,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1004,Hy,Pt,quasi-pur,False,True,0.0001,0.07919129999999999,Ch,4,D01,D,01,1,1,
15Bau1012Ch05A__durance3,2015_Bau_1012,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1012,Pt,Pt,pur,True,True,0.0001,0.014222100000000001,Ch,4,D02,D,02,2,2,
15Bau1020Ch05A__durance3,2015_Bau_1020,durance3,B,branchie,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1020,Hy,Hy,quasi-pur,False,True,0.0001,0.206549,Ch,4,D03,D,03,3,3,
15Jus1003Ch05A__durance3,2015_Jus_1003,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1003,Hy,Pt,quasi-pur,False,True,0.014152999999999999,0.0733562,Ch,4,D04,D,04,1,1,
15Jus1011Ch05A__durance3,2015_Jus_1011,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1011,Cn,Hy,pur,True,True,0.9294205,0.06764250000000005,Ch,4,D05,D,05,2,2,
15Jus1019Ch05A__durance3,2015_Jus_1019,durance3,B,branchie,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1019,Cn,Cn,pur,True,True,0.9999,0.043321000000000054,Ch,4,D06,D,06,3,3,
15Caa1008Ch05A__durance3,2015_Caa_1008,durance3,B,branchie,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1008,Hy,Hy,intermediaire,True,True,0.9208035,0.07993349999999999,Ch,4,D07,D,07,2,2,
15Caa1016Ch05A__durance3,2015_Caa_1016,durance3,B,branchie,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1016,Hy,Pt,quasi-pur,False,True,0.003348402,0.030516898,Ch,4,D08,D,08,3,3,
15Avi1004Cn05A__durance3,2015_Avi_1004,durance3,B,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1004,Cn,Cn,pur,True,True,0.9999,0.022290000000000032,Cn,4,D09,D,09,3,3,
